validity,layer_name,prompt,image_id,initial_Z,final_Z,Z_increase,input_ssim,input_psnr,input_l2,output_ssim,output_l2,max_disp_px,p95_disp_px,foldover,fraction_clamped,run_dir
valid_or_visually_check,unet.conv_in,add black sunglasses,michelle_obama_01,0.0009132623672485352,0.0009132623672485352,0.0,0.9776192903518677,29.48921565198689,0.03353815898299217,0.9809192419052124,0.03835082799196243,1.9212477207183838,1.674102783203125,0.0,0.0,C:/Users/parth/Desktop/experiment/layer/identity_layers/outputs/stage_b_broad_400/runs/unet_conv_in/add_black_sunglasses/michelle_obama_01
valid_or_visually_check,unet.conv_in,add headphones,michelle_obama_01,0.0009132623672485352,0.0009132623672485352,0.0,0.9776192903518677,29.48921565198689,0.03353815898299217,0.968079686164856,0.04260183870792389,1.9212477207183838,1.674102783203125,0.0,0.0,C:/Users/parth/Desktop/experiment/layer/identity_layers/outputs/stage_b_broad_400/runs/unet_conv_in/add_headphones/michelle_obama_01
valid_or_visually_check,unet.mid_block,add black sunglasses,barack_obama_01,1.4722347259521484e-05,1.4722347259521484e-05,0.0,0.9768469333648682,26.070517277590582,0.04971347749233246,0.9748872518539429,0.05552412196993828,1.9212477207183838,1.674102783203125,0.0,0.0,C:/Users/parth/Desktop/experiment/layer/identity_layers/outputs/stage_b_broad_400/runs/unet_mid_block/add_black_sunglasses/barack_obama_01
valid_or_visually_check,unet.mid_block,add black sunglasses,joe_biden_01,1.52587890625e-05,1.52587890625e-05,0.0,0.9819402098655701,27.17242916892583,0.043790362775325775,0.9781268835067749,0.04986518993973732,1.9212477207183838,1.674102783203125,0.0,0.0,C:/Users/parth/Desktop/experiment/layer/identity_layers/outputs/stage_b_broad_400/runs/unet_mid_block/add_black_sunglasses/joe_biden_01
valid_or_visually_check,unet.mid_block,add black sunglasses,kamala_harris_01,1.9609928131103516e-05,1.9609928131103516e-05,0.0,0.984429121017456,26.71704827569565,0.046147435903549194,0.9858542680740356,0.04714997857809067,1.9212477207183838,1.674102783203125,0.0,0.0,C:/Users/parth/Desktop/experiment/layer/identity_layers/outputs/stage_b_broad_400/runs/unet_mid_block/add_black_sunglasses/kamala_harris_01
valid_or_visually_check,unet.mid_block,add black sunglasses,michelle_obama_01,1.1563301086425781e-05,1.1563301086425781e-05,0.0,0.9776192903518677,29.48921565198689,0.03353815898299217,0.9809192419052124,0.03835082799196243,1.9212477207183838,1.674102783203125,0.0,0.0,C:/Users/parth/Desktop/experiment/layer/identity_layers/outputs/stage_b_broad_400/runs/unet_mid_block/add_black_sunglasses/michelle_obama_01
valid_or_visually_check,unet.mid_block,add headphones,barack_obama_01,1.4781951904296875e-05,1.4781951904296875e-05,0.0,0.9768469333648682,26.070517277590582,0.04971347749233246,0.9311380386352539,0.0911373719573021,1.9212477207183838,1.674102783203125,0.0,0.0,C:/Users/parth/Desktop/experiment/layer/identity_layers/outputs/stage_b_broad_400/runs/unet_mid_block/add_headphones/barack_obama_01
valid_or_visually_check,unet.mid_block,add headphones,joe_biden_01,1.531839370727539e-05,1.531839370727539e-05,0.0,0.9819402098655701,27.17242916892583,0.043790362775325775,0.9622058868408203,0.06642299145460129,1.9212477207183838,1.674102783203125,0.0,0.0,C:/Users/parth/Desktop/experiment/layer/identity_layers/outputs/stage_b_broad_400/runs/unet_mid_block/add_headphones/joe_biden_01
valid_or_visually_check,unet.mid_block,add headphones,kamala_harris_01,2.0325183868408203e-05,2.0325183868408203e-05,0.0,0.984429121017456,26.71704827569565,0.046147435903549194,0.981278121471405,0.05175378546118736,1.9212477207183838,1.674102783203125,0.0,0.0,C:/Users/parth/Desktop/experiment/layer/identity_layers/outputs/stage_b_broad_400/runs/unet_mid_block/add_headphones/kamala_harris_01
valid_or_visually_check,unet.mid_block,add headphones,michelle_obama_01,1.1563301086425781e-05,1.1563301086425781e-05,0.0,0.9776192903518677,29.48921565198689,0.03353815898299217,0.968079686164856,0.04260183870792389,1.9212477207183838,1.674102783203125,0.0,0.0,C:/Users/parth/Desktop/experiment/layer/identity_layers/outputs/stage_b_broad_400/runs/unet_mid_block/add_headphones/michelle_obama_01
valid_or_visually_check,unet.up_blocks.0,add black sunglasses,barack_obama_01,1.9788742065429688e-05,1.9788742065429688e-05,0.0,0.9768469333648682,26.070517277590582,0.04971347749233246,0.9748872518539429,0.05552412196993828,1.9212477207183838,1.674102783203125,0.0,0.0,C:/Users/parth/Desktop/experiment/layer/identity_layers/outputs/stage_b_broad_400/runs/unet_up_blocks_0/add_black_sunglasses/barack_obama_01
valid_or_visually_check,unet.up_blocks.0,add black sunglasses,joe_biden_01,2.658367156982422e-05,2.658367156982422e-05,0.0,0.9819402098655701,27.17242916892583,0.043790362775325775,0.9781268835067749,0.04986518993973732,1.9212477207183838,1.674102783203125,0.0,0.0,C:/Users/parth/Desktop/experiment/layer/identity_layers/outputs/stage_b_broad_400/runs/unet_up_blocks_0/add_black_sunglasses/joe_biden_01
valid_or_visually_check,unet.up_blocks.0,add black sunglasses,kamala_harris_01,2.8431415557861328e-05,2.8431415557861328e-05,0.0,0.984429121017456,26.71704827569565,0.046147435903549194,0.9858542680740356,0.04714997857809067,1.9212477207183838,1.674102783203125,0.0,0.0,C:/Users/parth/Desktop/experiment/layer/identity_layers/outputs/stage_b_broad_400/runs/unet_up_blocks_0/add_black_sunglasses/kamala_harris_01
valid_or_visually_check,unet.up_blocks.0,add black sunglasses,michelle_obama_01,1.4960765838623047e-05,1.4960765838623047e-05,0.0,0.9776192903518677,29.48921565198689,0.03353815898299217,0.9809192419052124,0.03835082799196243,1.9212477207183838,1.674102783203125,0.0,0.0,C:/Users/parth/Desktop/experiment/layer/identity_layers/outputs/stage_b_broad_400/runs/unet_up_blocks_0/add_black_sunglasses/michelle_obama_01
valid_or_visually_check,unet.up_blocks.0,add headphones,barack_obama_01,1.8656253814697266e-05,1.8656253814697266e-05,0.0,0.9768469333648682,26.070517277590582,0.04971347749233246,0.9311380386352539,0.0911373719573021,1.9212477207183838,1.674102783203125,0.0,0.0,C:/Users/parth/Desktop/experiment/layer/identity_layers/outputs/stage_b_broad_400/runs/unet_up_blocks_0/add_headphones/barack_obama_01
valid_or_visually_check,unet.up_blocks.0,add headphones,joe_biden_01,2.6047229766845703e-05,2.6047229766845703e-05,0.0,0.9819402098655701,27.17242916892583,0.043790362775325775,0.9622058868408203,0.06642299145460129,1.9212477207183838,1.674102783203125,0.0,0.0,C:/Users/parth/Desktop/experiment/layer/identity_layers/outputs/stage_b_broad_400/runs/unet_up_blocks_0/add_headphones/joe_biden_01
valid_or_visually_check,unet.up_blocks.0,add headphones,kamala_harris_01,2.9981136322021484e-05,2.9981136322021484e-05,0.0,0.984429121017456,26.71704827569565,0.046147435903549194,0.981278121471405,0.05175378546118736,1.9212477207183838,1.674102783203125,0.0,0.0,C:/Users/parth/Desktop/experiment/layer/identity_layers/outputs/stage_b_broad_400/runs/unet_up_blocks_0/add_headphones/kamala_harris_01
valid_or_visually_check,unet.up_blocks.0,add headphones,michelle_obama_01,1.4185905456542969e-05,1.4185905456542969e-05,0.0,0.9776192903518677,29.48921565198689,0.03353815898299217,0.968079686164856,0.04260183870792389,1.9212477207183838,1.674102783203125,0.0,0.0,C:/Users/parth/Desktop/experiment/layer/identity_layers/outputs/stage_b_broad_400/runs/unet_up_blocks_0/add_headphones/michelle_obama_01
valid_or_visually_check,vae_image_latent,add black sunglasses,kamala_harris_01,0.0009254813194274902,0.0009254813194274902,0.0,0.984429121017456,26.71704827569565,0.046147435903549194,0.9858542680740356,0.04714997857809067,1.9212477207183838,1.674102783203125,0.0,0.0,C:/Users/parth/Desktop/experiment/layer/identity_layers/outputs/stage_b_broad_400/runs/vae_image_latent/add_black_sunglasses/kamala_harris_01
valid_or_visually_check,vae_image_latent,add black sunglasses,michelle_obama_01,0.000502467155456543,0.000502467155456543,0.0,0.9776192903518677,29.48921565198689,0.03353815898299217,0.9809192419052124,0.03835082799196243,1.9212477207183838,1.674102783203125,0.0,0.0,C:/Users/parth/Desktop/experiment/layer/identity_layers/outputs/stage_b_broad_400/runs/vae_image_latent/add_black_sunglasses/michelle_obama_01
valid_or_visually_check,vae_image_latent,add headphones,kamala_harris_01,0.0009254813194274902,0.0009254813194274902,0.0,0.984429121017456,26.71704827569565,0.046147435903549194,0.981278121471405,0.05175378546118736,1.9212477207183838,1.674102783203125,0.0,0.0,C:/Users/parth/Desktop/experiment/layer/identity_layers/outputs/stage_b_broad_400/runs/vae_image_latent/add_headphones/kamala_harris_01
valid_or_visually_check,vae_image_latent,add headphones,michelle_obama_01,0.000502467155456543,0.000502467155456543,0.0,0.9776192903518677,29.48921565198689,0.03353815898299217,0.968079686164856,0.04260183870792389,1.9212477207183838,1.674102783203125,0.0,0.0,C:/Users/parth/Desktop/experiment/layer/identity_layers/outputs/stage_b_broad_400/runs/vae_image_latent/add_headphones/michelle_obama_01
