layer_name,module_path,module_type,parent_block,candidate_group,supports_forward_hook,output_type,output_shape,dtype,device,output_dtype,output_device,number_of_elements,estimated_memory,estimated_memory_mb,hook_error,num_parameters
unet.down_blocks.1.attentions.1.transformer_blocks.0.norm3,unet.down_blocks.1.attentions.1.transformer_blocks.0.norm3,LayerNorm,unet.down_blocks.1,transformer_block,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,1280
unet.down_blocks.1.attentions.1.transformer_blocks.0.ff,unet.down_blocks.1.attentions.1.transformer_blocks.0.ff,FeedForward,unet.down_blocks.1,feed_forward,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,0
unet.down_blocks.1.attentions.1.transformer_blocks.0.ff.net,unet.down_blocks.1.attentions.1.transformer_blocks.0.ff.net,ModuleList,unet.down_blocks.1,feed_forward,True,,,,,,,,,,,0
unet.down_blocks.1.attentions.1.transformer_blocks.0.ff.net.0,unet.down_blocks.1.attentions.1.transformer_blocks.0.ff.net.0,GEGLU,unet.down_blocks.1,feed_forward,True,torch.Tensor,"[1, 1024, 2560]",torch.float16,cuda:0,torch.float16,cuda:0,2621440,5.0,5.0,,0
unet.down_blocks.1.attentions.1.transformer_blocks.0.ff.net.0.proj,unet.down_blocks.1.attentions.1.transformer_blocks.0.ff.net.0.proj,Linear,unet.down_blocks.1,feed_forward,True,torch.Tensor,"[1, 1024, 5120]",torch.float16,cuda:0,torch.float16,cuda:0,5242880,10.0,10.0,,3281920
unet.down_blocks.1.attentions.1.transformer_blocks.0.ff.net.1,unet.down_blocks.1.attentions.1.transformer_blocks.0.ff.net.1,Dropout,unet.down_blocks.1,feed_forward,True,torch.Tensor,"[1, 1024, 2560]",torch.float16,cuda:0,torch.float16,cuda:0,2621440,5.0,5.0,,0
unet.down_blocks.1.attentions.1.transformer_blocks.0.ff.net.2,unet.down_blocks.1.attentions.1.transformer_blocks.0.ff.net.2,Linear,unet.down_blocks.1,feed_forward,True,torch.Tensor,"[1, 1024, 640]",torch.float16,cuda:0,torch.float16,cuda:0,655360,1.25,1.25,,1639040
unet.down_blocks.2,unet.down_blocks.2,CrossAttnDownBlock2D,unet.down_blocks.2,down_block,True,torch.Tensor,"[1, 1280, 8, 8]",torch.float16,cuda:0,torch.float16,cuda:0,81920,0.15625,0.15625,,0
unet.down_blocks.2.attentions.0.transformer_blocks,unet.down_blocks.2.attentions.0.transformer_blocks,ModuleList,unet.down_blocks.2,transformer_block,True,,,,,,,,,,,0
unet.down_blocks.2.attentions.0.transformer_blocks.0,unet.down_blocks.2.attentions.0.transformer_blocks.0,BasicTransformerBlock,unet.down_blocks.2,transformer_block,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,0
unet.down_blocks.2.attentions.0.transformer_blocks.0.norm1,unet.down_blocks.2.attentions.0.transformer_blocks.0.norm1,LayerNorm,unet.down_blocks.2,transformer_block,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,2560
unet.down_blocks.2.attentions.0.transformer_blocks.0.attn1,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn1,Attention,unet.down_blocks.2,self_attention,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,0
unet.down_blocks.2.attentions.0.transformer_blocks.0.attn1.to_q,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn1.to_q,Linear,unet.down_blocks.2,self_attention,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,1638400
unet.down_blocks.2.attentions.0.transformer_blocks.0.attn1.to_k,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn1.to_k,Linear,unet.down_blocks.2,self_attention,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,1638400
unet.down_blocks.2.attentions.0.transformer_blocks.0.attn1.to_v,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn1.to_v,Linear,unet.down_blocks.2,self_attention,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,1638400
unet.down_blocks.2.attentions.0.transformer_blocks.0.attn1.to_out,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn1.to_out,ModuleList,unet.down_blocks.2,self_attention,True,,,,,,,,,,,0
unet.down_blocks.2.attentions.0.transformer_blocks.0.attn1.to_out.0,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,unet.down_blocks.2,self_attention,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,1639680
unet.down_blocks.2.attentions.0.transformer_blocks.0.attn1.to_out.1,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn1.to_out.1,Dropout,unet.down_blocks.2,self_attention,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,0
unet.down_blocks.2.attentions.0.transformer_blocks.0.norm2,unet.down_blocks.2.attentions.0.transformer_blocks.0.norm2,LayerNorm,unet.down_blocks.2,transformer_block,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,2560
unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2,Attention,unet.down_blocks.2,cross_attention,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,0
unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_q,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_q,Linear,unet.down_blocks.2,cross_attention,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,1638400
unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_k,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_k,Linear,unet.down_blocks.2,cross_attention,True,torch.Tensor,"[1, 77, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,98560,0.18798828125,0.18798828125,,983040
unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,Linear,unet.down_blocks.2,cross_attention,True,torch.Tensor,"[1, 77, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,98560,0.18798828125,0.18798828125,,983040
unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_out,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_out,ModuleList,unet.down_blocks.2,cross_attention,True,,,,,,,,,,,0
unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_out.0,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,unet.down_blocks.2,cross_attention,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,1639680
unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_out.1,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_out.1,Dropout,unet.down_blocks.2,cross_attention,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,0
unet.down_blocks.2.attentions.0.transformer_blocks.0.norm3,unet.down_blocks.2.attentions.0.transformer_blocks.0.norm3,LayerNorm,unet.down_blocks.2,transformer_block,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,2560
unet.down_blocks.2.attentions.0.transformer_blocks.0.ff,unet.down_blocks.2.attentions.0.transformer_blocks.0.ff,FeedForward,unet.down_blocks.2,feed_forward,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,0
unet.down_blocks.2.attentions.0.transformer_blocks.0.ff.net,unet.down_blocks.2.attentions.0.transformer_blocks.0.ff.net,ModuleList,unet.down_blocks.2,feed_forward,True,,,,,,,,,,,0
unet.down_blocks.2.attentions.0.transformer_blocks.0.ff.net.0,unet.down_blocks.2.attentions.0.transformer_blocks.0.ff.net.0,GEGLU,unet.down_blocks.2,feed_forward,True,torch.Tensor,"[1, 256, 5120]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,0
unet.down_blocks.2.attentions.0.transformer_blocks.0.ff.net.0.proj,unet.down_blocks.2.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,unet.down_blocks.2,feed_forward,True,torch.Tensor,"[1, 256, 10240]",torch.float16,cuda:0,torch.float16,cuda:0,2621440,5.0,5.0,,13117440
unet.down_blocks.2.attentions.0.transformer_blocks.0.ff.net.1,unet.down_blocks.2.attentions.0.transformer_blocks.0.ff.net.1,Dropout,unet.down_blocks.2,feed_forward,True,torch.Tensor,"[1, 256, 5120]",torch.float16,cuda:0,torch.float16,cuda:0,1310720,2.5,2.5,,0
unet.down_blocks.2.attentions.0.transformer_blocks.0.ff.net.2,unet.down_blocks.2.attentions.0.transformer_blocks.0.ff.net.2,Linear,unet.down_blocks.2,feed_forward,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,6554880
unet.down_blocks.2.attentions.1.transformer_blocks,unet.down_blocks.2.attentions.1.transformer_blocks,ModuleList,unet.down_blocks.2,transformer_block,True,,,,,,,,,,,0
unet.down_blocks.2.attentions.1.transformer_blocks.0,unet.down_blocks.2.attentions.1.transformer_blocks.0,BasicTransformerBlock,unet.down_blocks.2,transformer_block,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,0
unet.down_blocks.2.attentions.1.transformer_blocks.0.norm1,unet.down_blocks.2.attentions.1.transformer_blocks.0.norm1,LayerNorm,unet.down_blocks.2,transformer_block,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,2560
unet.down_blocks.2.attentions.1.transformer_blocks.0.attn1,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn1,Attention,unet.down_blocks.2,self_attention,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,0
unet.down_blocks.2.attentions.1.transformer_blocks.0.attn1.to_q,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn1.to_q,Linear,unet.down_blocks.2,self_attention,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,1638400
unet.down_blocks.2.attentions.1.transformer_blocks.0.attn1.to_k,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn1.to_k,Linear,unet.down_blocks.2,self_attention,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,1638400
unet.down_blocks.2.attentions.1.transformer_blocks.0.attn1.to_v,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn1.to_v,Linear,unet.down_blocks.2,self_attention,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,1638400
unet.down_blocks.2.attentions.1.transformer_blocks.0.attn1.to_out,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn1.to_out,ModuleList,unet.down_blocks.2,self_attention,True,,,,,,,,,,,0
unet.down_blocks.2.attentions.1.transformer_blocks.0.attn1.to_out.0,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn1.to_out.0,Linear,unet.down_blocks.2,self_attention,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,1639680
unet.down_blocks.2.attentions.1.transformer_blocks.0.attn1.to_out.1,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn1.to_out.1,Dropout,unet.down_blocks.2,self_attention,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,0
unet.down_blocks.2.attentions.1.transformer_blocks.0.norm2,unet.down_blocks.2.attentions.1.transformer_blocks.0.norm2,LayerNorm,unet.down_blocks.2,transformer_block,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,2560
unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2,Attention,unet.down_blocks.2,cross_attention,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,0
unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_q,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_q,Linear,unet.down_blocks.2,cross_attention,True,torch.Tensor,"[1, 256, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,327680,0.625,0.625,,1638400
unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_k,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_k,Linear,unet.down_blocks.2,cross_attention,True,torch.Tensor,"[1, 77, 1280]",torch.float16,cuda:0,torch.float16,cuda:0,98560,0.18798828125,0.18798828125,,983040
